id	feature_ID	metabolite_refmet	CURRENT_REFMET_NAME	refmet_name	metabolite_name	lipid_class	chain_length	double_bond	sn_position	super_class	main_class	sub_class	Final_Class_Edited	formula	exactmass	pubchem_cid	kegg_id	inchi_key	lm_id	hmdb_id	chebi_id	is_review	NEW_CLASSES	Proposed.Classification	Added.By	Final_Class	CUSTOM_CLASS	Source	X	dataset
pyroglutamate	979	pyroglutamate	Pyroglutamic acid	Pyroglutamic acid	Pyroglutamic acid	pyroglutamate	NA	NA	NA	NA	Organoheterocyclic compounds	Pyrroline carboxylic acids	Pyrroline carboxylic acids	Amino acids, Amino acid like and derivatives	C5H7NO3	129.0426	7405	C01879	ODHCTXKNWHHXJC-VKHMYHEASA-N		HMDB0000267	18183	0	Organoheterocyclic Compounds	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Organoheterocyclic Compounds		NA	metab-u-rppos
sphinganine (C16)	980	sphinganine (C16)	C16 Sphinganine	C16 Sphinganine	C16 Sphinganine	sphinganine (C16)	NA	NA	NA	NA	Sphingolipids	Sphingoid bases	Sphingoid base analogs	Lipids and Lipid related compounds	C16H35NO2	273.2668	656816	C13915	ZKLREJQHRKUJHD-JKSUJKDBSA-N	LMSP01040001		71050	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
uracil	981	uracil	Uracil	Uracil	Uracil	uracil	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidines	Nucleotides and derivatives	C4H4N2O2	112.0273	1174	C00106	ISAKRJDGNUQOIC-UHFFFAOYSA-N		HMDB0000300	17568	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-u-rppos
2-hydroxybutyrate	982	2-hydroxybutyrate	2-Hydroxybutyric acid	2-Hydroxybutyric acid	2-Hydroxybutyric acid	2-hydroxybutyrate	Hydroxy FA	NA	NA	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C4H8O3	104.0473	11266	C05984	AFENDNXGAFYKQO-UHFFFAOYSA-N	LMFA01050004	HMDB0000008	1148	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
3-hydroxybutyrate	983	3-hydroxybutyrate	3-Hydroxybutyric acid	3-Hydroxybutyric acid	3-Hydroxybutyric acid	3-hydroxybutyrate	NA	NA	NA	NA	Organic acids	Hydroxy acids	Beta hydroxy acids	Other	C4H8O3	104.0473	441	C01089	WHBMMWSBFZVSSR-UHFFFAOYSA-N	LMFA01050005	HMDB0000357	20067	0	Organic Acids	xenobiotics/Other	NB	Other	xenobiotics/Other		NA	metab-u-rpneg
FA(10:0)	984	FA(10:0)	Capric acid	Capric acid	Capric acid	FA(10:0)	Saturated FA	10	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C10H20O2	172.1463	2969	C01571	GHVNFZFCNZKVNT-UHFFFAOYSA-N	LMFA01010010	HMDB0000511	30813	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(10:0-COOH)	985	FA(10:0-COOH)	Sebacic acid	Sebacic acid	Sebacic acid	FA(10:0-COOH)	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C10H18O4	202.1205	5192	C08277	CXMXRPHRNRROMY-UHFFFAOYSA-N	LMFA01170006	HMDB0000792	41865	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(10:0-OH)	986	FA(10:0-OH)	Hydroxydecanoic acid	Hydroxydecanoic acid	Hydroxydecanoic acid	FA(10:0-OH)	Hydroxy FA	10	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C10H20O3	188.1412	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(11:0-COOH)	987	FA(11:0-COOH)	Undecanedioic acid	Undecanedioic acid	Undecanedioic acid	FA(11:0-COOH)	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C11H20O4	216.1362	15816		LWBHHRRTOZQPDM-UHFFFAOYSA-N	LMFA01170007	HMDB0000888	73713	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(12:0)	988	FA(12:0)	Lauric acid	Lauric acid	Lauric acid	FA(12:0)	Saturated FA	12	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C12H24O2	200.1776	3893	C02679	POULHZVOKOAJMA-UHFFFAOYSA-N	LMFA01010012	HMDB0000638	30805	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(12:0-OH)	989	FA(12:0-OH)	Hydroxydodecanoic acid	Hydroxydodecanoic acid	Hydroxydodecanoic acid	FA(12:0-OH)	Hydroxy FA	12	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C12H24O3	216.1725	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(14:0)	990	FA(14:0)	Myristic acid	Myristic acid	Myristic acid	FA(14:0)	Saturated FA	14	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C14H28O2	228.2089	11005	C06424	TUNFSRHWOTWDNC-UHFFFAOYSA-N	LMFA01010014	HMDB0000806	28875	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(14:0-OH)	991	FA(14:0-OH)	Hydroxytetradecanoic acid	Hydroxytetradecanoic acid	Hydroxytetradecanoic acid	FA(14:0-OH)	Hydroxy FA	14	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C14H28O3	244.2038	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(14:1)	992	FA(14:1)	Myristoleic acid	Myristoleic acid	Myristoleic acid	FA(14:1)	Unsaturated FA	14	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C14H26O2	226.1933	5281119	C08322	YWWVWXASSLXJHU-WAYWQWQTSA-N	LMFA01030051	HMDB0002000	27781	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(14:2)	993	FA(14:2)	Tetradecadienoic acid	Tetradecadienoic acid	Tetradecadienoic acid	FA(14:2)	Unsaturated FA	14	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C14H24O2	224.1776	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(15:0)	994	FA(15:0)	Pentadecylic acid	Pentadecylic acid	Pentadecylic acid	FA(15:0)	Saturated FA	15	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C15H30O2	242.2246	13849	C16537	WQEPLUUGTLDZJY-UHFFFAOYSA-N	LMFA01010015	HMDB0000826	42504	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(16:0)	995	FA(16:0)	Palmitic acid	Palmitic acid	Palmitic acid	FA(16:0)	Saturated FA	16	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C16H32O2	256.2402	985	C00249	IPCSVZSSVZVIGE-UHFFFAOYSA-N	LMFA01010001	HMDB0000220	15756	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(16:0-COOH)	996	FA(16:0-COOH)	Heptadecanedioic acid	Heptadecanedioic acid	Heptadecanedioic acid	FA(16:0-COOH)	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C17H32O4	300.2301	3083765		QCNWZROVPSVEJA-UHFFFAOYSA-N	LMFA01170028		NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(16:0-OH)	997	FA(16:0-OH)	Hydroxyhexadecanoic acid	Hydroxyhexadecanoic acid	Hydroxyhexadecanoic acid	FA(16:0-OH)	Hydroxy FA	16	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C16H32O3	272.2351	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(17:0)	998	FA(17:0)	Margaric acid	Margaric acid	Margaric acid	FA(17:0)	Saturated FA	17	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C17H34O2	270.2559	10465		KEMQGTRYUADPNZ-UHFFFAOYSA-N	LMFA01010017	HMDB0002259	32365	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(18:0)	999	FA(18:0)	Stearic acid	Stearic acid	Stearic acid	FA(18:0)	Saturated FA	18	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C18H36O2	284.2715	5281	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N	LMFA01010018	HMDB0000827	28842	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(18:2)	1000	FA(18:2)	Octadecadienoic acid	Octadecadienoic acid	Octadecadienoic acid	FA(18:2)	Unsaturated FA	18	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C18H32O2	280.2402	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(18:3)	1001	FA(18:3)	Octadecatrienoic acid	Octadecatrienoic acid	Octadecatrienoic acid	FA(18:3)	Unsaturated FA	18	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C18H30O2	278.2246	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(18:4)	1002	FA(18:4)	Octadecatetraenoic acid	Octadecatetraenoic acid	Octadecatetraenoic acid	FA(18:4)	Unsaturated FA	18	4	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C18H28O2	276.2089	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(19:1)	1003	FA(19:1)	Nonadecenoic acid	Nonadecenoic acid	Nonadecenoic acid	FA(19:1)	Unsaturated FA	19	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C19H36O2	296.2715	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(20:0)	1004	FA(20:0)	Arachidic acid	Arachidic acid	Arachidic acid	FA(20:0)	Saturated FA	20	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C20H40O2	312.3028	10467	C06425	VKOBVWXKNCXXDE-UHFFFAOYSA-N	LMFA01010020	HMDB0002212	28822	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(20:1)	1005	FA(20:1)	Eicosenoic acid	Eicosenoic acid	Eicosenoic acid	FA(20:1)	Unsaturated FA	20	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C20H38O2	310.2872	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(20:2)	1006	FA(20:2)	Eicosadienoic acid	Eicosadienoic acid	Eicosadienoic acid	FA(20:2)	Unsaturated FA	20	2	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C20H36O2	308.2715	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(20:3)	1007	FA(20:3)	Eicosatrienoic acid	Eicosatrienoic acid	Eicosatrienoic acid	FA(20:3)	Unsaturated FA	20	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C20H34O2	306.2559	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(20:5(5Z,8Z,11Z,14Z,17Z)))	1008	FA(20:5(5Z,8Z,11Z,14Z,17Z)))	EPA	EPA	EPA	FA(20:5(5Z,8Z,11Z,14Z,17Z)))	Unsaturated FA	20	5	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C20H30O2	302.2246	446284	C06428	JAZBEHYOTPTENJ-JLNKQSITSA-N	LMFA01030759	HMDB0001999	28364	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(22:0)	1009	FA(22:0)	Behenic acid	Behenic acid	Behenic acid	FA(22:0)	Saturated FA	22	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C22H44O2	340.3341	8215	C08281	UKMSUNONTOPOIO-UHFFFAOYSA-N	LMFA01010022	HMDB0000944	28941	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(22:3)	1010	FA(22:3)	Docosatrienoic acid	Docosatrienoic acid	Docosatrienoic acid	FA(22:3)	Unsaturated FA	22	3	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C22H38O2	334.2872	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(22:4)	1011	FA(22:4)	Docosatetraenoic acid	Docosatetraenoic acid	Docosatetraenoic acid	FA(22:4)	Unsaturated FA	22	4	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C22H36O2	332.2715	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(22:5)	1012	FA(22:5)	Docosapentaenoic acid	DPA	Docosapentaenoic acid	FA(22:5)	Unsaturated FA	22	5	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C22H34O2	330.2559	5497182	C16513	YUFFSWGQGVEMMI-JLNKQSITSA-N	LMFA04000044	HMDB0006528	53488	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(22:6(4Z,7Z,10Z,16Z,19Z))	1013	FA(22:6(4Z,7Z,10Z,16Z,19Z))	DHA	DHA	DHA	FA(22:6(4Z,7Z,10Z,16Z,19Z))	Unsaturated FA	22	6	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C22H32O2	328.2402	445580	C06429	MBMBGCFOFBJSGT-KUBAVDMBSA-N	LMFA01030185	HMDB0002183	28125	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(24:0)	1014	FA(24:0)	Lignoceric acid	Lignoceric acid	Lignoceric acid	FA(24:0)	Saturated FA	24	0	NA	Fatty Acyls	Fatty acids	Saturated FA	Lipids and Lipid related compounds	C24H48O2	368.3654	11197	C08320	QZZGJDVWLFXDLK-UHFFFAOYSA-N	LMFA01010024	HMDB0002003	28866	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(24:1)	1015	FA(24:1)	Tetracosenoic acid	Tetracosenoic acid	Tetracosenoic acid	FA(24:1)	Unsaturated FA	24	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C24H46O2	366.3498	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(8:0-COOH)	1016	FA(8:0-COOH)	Suberic acid	Suberic acid	Suberic acid	suberate	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C8H14O4	174.0892	10457	C08278	TYFQFVWCELRYAO-UHFFFAOYSA-N	LMFA01170001	HMDB0000893	9300	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(8:0-OH)	1017	FA(8:0-OH)	Hydroxyoctanoic acid	Hydroxyoctanoic acid	Hydroxyoctanoic acid	FA(8:0-OH)	Hydroxy FA	8	0	NA	Fatty Acyls	Fatty acids	Hydroxy FA	Lipids and Lipid related compounds	C8H16O3	160.1099	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
FA(9:0-COOH)	1018	FA(9:0-COOH)	Azelaic acid	Azelaic acid	Azelaic acid	FA(9:0-COOH)	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C9H16O4	188.1049	2266	C08261	BDJRBEYXGGNYIS-UHFFFAOYSA-N	LMFA01170054	HMDB0000784	48131	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
N-acetylphenylalanine	1019	N-acetylphenylalanine	N-Acetylphenylalanine	N-Acetylphenylalanine	N-Acetylphenylalanine	N-acetylphenylalanine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C11H13NO3	207.0895	74839	C03519	CBQJSKKFNMDLON-JTQLQIEISA-N		HMDB0000512	16259	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-rpneg
alpha-muricholate	1020	alpha-muricholate	alpha-Muricholic acid	alpha-Muricholic acid	alpha-Muricholic acid	alpha-muricholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O5	408.2876	5283852	C17647	DKPMWHFRUGMUKF-GDYCBZMLSA-N	LMST04010066		81243	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
beta-muricholate	1021	beta-muricholate	beta-Muricholic acid	beta-Muricholic acid	beta-Muricholic acid	beta-muricholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O5	408.2876	5283853	C17726	DKPMWHFRUGMUKF-CRKPLTDNSA-N	LMST04010067	HMDB0000415	81298	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
chenodeoxycholate	1022	chenodeoxycholate	Chenodeoxycholic acid	Chenodeoxycholic acid	Chenodeoxycholic acid	chenodeoxycholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O4	392.2927	10133	C02528	RUDATBOHQWOJDD-BSWAIDMHSA-N	LMST04010032	HMDB0000518	16755	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
cholate	1023	cholate	Cholic acid	Cholic acid	Cholic acid	cholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O5	408.2876	221493	C00695	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LMST04010001	HMDB0000505	16359	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
glutarate	1024	glutarate	Glutaric acid	Glutaric acid	Glutaric acid	glutarate	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C5H8O4	132.0423	743	C00489	JFCQEDHGNNZCLN-UHFFFAOYSA-N		HMDB0000661	17859	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
glycochenodeoxycholate	1025	glycochenodeoxycholate	Glycochenodeoxycholic acid	Glycochenodeoxycholic acid	Glycochenodeoxycholic acid	glycochenodeoxycholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H43NO5	449.3141	12544	C05466	GHCZAUBVMUEKKP-GYPHWSFCSA-N	LMST05030008	HMDB00637	36274	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
glycodeoxycholate	1026	glycodeoxycholate	Glycodeoxycholic acid	Glycodeoxycholic acid	Glycodeoxycholic acid	glycodeoxycholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H43NO5	449.3141	3035026	C05464	WVULKSPCQVQLCU-BUXLTGKBSA-N	LMST05030006		27471	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
glycohyocholate	1027	glycohyocholate	Glycohyocholic acid	Glycohyocholic acid	Glycohyocholic acid	glycohyocholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H43NO6	465.309	71361462		ZQYUKJFJPJDMMR-ZDWCHQGWSA-N			NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
hydroxyindole acetate	1028	hydroxyindole acetate	5-Hydroxyindoleacetic acid	5-Hydroxyindoleacetic acid	5-Hydroxyindoleacetic acid	hydroxyindole acetate	NA	NA	NA	NA	Organoheterocyclic compounds	Indoles	Indole-3-acetic acid derivatives	Other	C10H9NO3	191.0582	1826	C05635	DUUGKQCEGZLZNO-UHFFFAOYSA-N		HMDB0000763	27823	0	Organoheterocyclic Compounds	Hormone and Neurotransmitter	NB	Hormone and Neurotransmitter	hormone,neurotransmitter		NA	metab-u-rpneg
hydroxyphenyllactic acid	1029	hydroxyphenyllactic acid	Hydroxyphenyllactic acid	Hydroxyphenyllactic acid	Hydroxyphenyllactic acid	hydroxyphenyllactic acid	NA	NA	NA	NA	Polyketides	Phenylpropanoids	Phenylpropanoic acids	Lipids and Lipid related compounds	C9H10O4	182.0579	440177	C03672	JVGVDSSUAVXRDY-MRVPVSSYSA-N			16003	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
hyodeoxycholate	1030	hyodeoxycholate	Hyodeoxycholic acid	Hyodeoxycholic acid	Hyodeoxycholic acid	hyodeoxycholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O4	392.2927	5283820	C15517	DGABKXLVXPYZII-SIBKNCMHSA-N	LMST04010024		52023	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
indole lactate	1031	indole lactate	Indolelactic acid	Indolelactic acid	Indolelactic acid	indole lactate	NA	NA	NA	NA	Organoheterocyclic compounds	Indolyl carboxylic acids	Indolyl carboxylic acids	Other	C11H11NO3	205.0739	676158	C02043	XGILAAMKEQUXLS-SNVBAGLBSA-N			55528	0	Organoheterocyclic Compounds	Metabolite of Tryptophan/Microbiome	ES/NB	Other	Organoheterocyclic Compounds		NA	metab-u-rpneg
indoleacrylate	1032	indoleacrylate	Indoleacrylic acid	Indoleacrylic acid	Indoleacrylic acid	indoleacrylate	NA	NA	NA	NA	Organoheterocyclic compounds	Indoles	Indoles	Other	C11H9NO2	187.0633	15030923	C21283	SXOUIMVOMIGLHO-AATRIKPKSA-N		HMDB0000734	29750	0	Organoheterocyclic Compounds	Microbiome/Other	NB	Other	Microbiome/Other		NA	metab-u-rpneg
maleate	1033	maleate	Maleic acid	Maleic acid	Maleic acid	maleate	Dicarboxylic acids	NA	NA	NA	Fatty Acyls	Fatty acids	Dicarboxylic acids	Lipids and Lipid related compounds	C4H4O4	116.011	444266	C01384	VZCYOOQTPOCHFL-UPHRSURJSA-N		HMDB0000176	18300	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
omega-muricholate	1034	omega-muricholate	omega-Muricholic acid	omega-Muricholic acid	omega-Muricholic acid	omega-muricholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C24H40O5	408.2876	5283851	C17727	DKPMWHFRUGMUKF-NTPBNISXSA-N	LMST04010065	HMDB0000364	81299	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
phenyllactate	1035	phenyllactate	Phenyllactic acid	Phenyllactic acid	Phenyllactic acid	phenyllactate	NA	NA	NA	NA	Polyketides	Phenylpropanoids	Phenylpropanoic acids	Lipids and Lipid related compounds	C9H10O3	166.063	444718	C05607	VOXXWSYKYCBWHO-QMMMGPOBSA-N		HMDB0000563	43065	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
retinoate	1036	retinoate	Retinoic acid	Retinoic acid	Retinoic acid	retinoate	NA	NA	NA	NA	Prenol Lipids	Isoprenoids	Retinoids	Lipids and Lipid related compounds	C20H28O2	300.2089	444795	C00777	SHGAZHPCJJPHSC-YCNIQYBTSA-N	LMPR01090019	HMDB0001852	15367	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
tauro-alpha-muricholate	1037	tauro-alpha-muricholate	Tauro-alpha-muricholic acid	Tauro-alpha-muricholic acid	Tauro-alpha-muricholic acid	tauro-alpha-muricholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H45NO7S	515.2917	1.02e+08		XSOLDPYUICCHJX-QQXJNSDFSA-N			NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
tauro-alpha-muricholate + tauro-beta-muricholiate	1038	tauro-alpha-muricholate + tauro-beta-muricholiate	Tauromuricholic acid	Tauromuricholic acid	Tauromuricholic acid	tauro-alpha-muricholate + tauro-beta-muricholiate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H45NO7S	515.2917	1.46e+08		XSOLDPYUICCHJX-YMMVRPEVSA-N		HMDB0000932	NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
tauro-beta-muricholate	1039	tauro-beta-muricholate	Tauro-beta-muricholic acid	Tauro-beta-muricholic acid	Tauro-beta-muricholic acid	tauro-beta-muricholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H45NO7S	515.2917	21124703		XSOLDPYUICCHJX-UZUDEGBHSA-N	LMST05040012		133057	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
